Idade,Saida,FrequenciaViagem,TaxaDiaria,Departamento,DistanciaCasa,Escolaridade,AreaFormacao,SatisfacaoAmbiente,Genero,TaxaHora,EnvolvimentoCargo,NivelCargo,Cargo,SatisfacaoCargo,EstadoCivil,RendimentoMensal,TaxaMensal,NumEmpresasAnteriores,HorasExtra,PercentAumentoSalarial,AvaliacaoDesempenho,SatisfacaoRelacionamento,NivelOpcaoAccoes,AnosExperienciaTotal,FormacaoUltimoAno,EquilibrioVidaTrabalho,AnosNaEmpresa,AnosNoCargoActual,AnosDesdeUltimaPromocao,AnosComGestorActual,SatisfacaoAmbiente_Texto,SatisfacaoCargo_Texto,EnvolvimentoCargo_Texto,SatisfacaoRelacionamento_Texto,EquilibrioVidaTrabalho_Texto,AvaliacaoDesempenho_Texto,Escolaridade_Texto,RendimentoMensal_Log,FaixaEtaria,FaixaSalarial,FaixaDistancia,FaixaAntiguidade,SalarioPorNivel,EstagnacaoRelativa,ProporcaoCarreiraEmpresa,SatisfacaoMedia,PressaoTrabalho,RiscoSaida_Prob,RiscoSaida_Classe
50,0,Viaja Frequentemente,1234,Investigacao e Desenvolvimento,20,5,Medicina,2,Masculino,41,3,4,Representante de Saude,3,Casado(a),11245,20689,2,Sim,15,3,3,1,32,3,3,30,8,12,13,Medio,Alto,Alto,Alto,Bom,Excelente,Pos-Doc,9.327767,46-55,10k-15k,Longe (11-20),20+ anos,2811.25,0.24,0.9375,2.6666667,2,4.4,Medio
32,0,Viaja Raramente,634,Investigacao e Desenvolvimento,5,4,Outro,2,Feminino,35,4,1,Investigador,4,Casado(a),3312,18783,3,Nao,17,3,4,2,6,3,3,3,2,0,2,Medio,Muito Alto,Muito Alto,Muito Alto,Bom,Excelente,Doutoramento,8.105609,26-35,3k-6k,Perto (0-5),3-5 anos,3312.0,0.0,0.5,3.3333333,0,0.0,Baixo
44,0,Viaja Raramente,1313,Investigacao e Desenvolvimento,7,3,Medicina,2,Feminino,31,3,5,Director de Investigacao,4,Divorciado(a),19049,3549,0,Sim,14,3,4,1,23,4,2,22,7,1,10,Medio,Muito Alto,Alto,Muito Alto,Regular,Excelente,Mestrado,9.854822,36-45,Acima 15k,Medio (6-10),20+ anos,3809.8,0.022727273,0.95652175,3.3333333,3,0.4,Baixo
30,0,Viaja Raramente,241,Investigacao e Desenvolvimento,7,3,Medicina,2,Masculino,48,2,1,Investigador,2,Casado(a),2141,5348,1,Nao,12,3,2,1,6,3,2,6,4,1,1,Medio,Medio,Medio,Medio,Regular,Excelente,Mestrado,7.669495,26-35,Ate 3k,Medio (6-10),6-10 anos,2141.0,0.033333335,1.0,2.0,0,2.7,Baixo
45,0,Viaja Raramente,1015,Investigacao e Desenvolvimento,5,5,Medicina,3,Feminino,50,1,2,Tecnico de Laboratorio,1,Solteiro(a),5769,23447,1,Sim,14,3,1,0,10,3,3,10,7,1,4,Alto,Baixo,Baixo,Baixo,Bom,Excelente,Pos-Doc,8.660427,36-45,3k-6k,Perto (0-5),6-10 anos,2884.5,0.022222223,1.0,1.6666666,2,17.1,Medio
45,0,Sem Viagem,336,Vendas,26,3,Marketing,1,Masculino,52,2,2,Executivo de Vendas,1,Casado(a),4385,24162,1,Nao,15,3,1,1,10,2,3,10,7,4,5,Baixo,Baixo,Medio,Baixo,Bom,Excelente,Mestrado,8.386173,36-45,3k-6k,Muito Longe (21+),6-10 anos,2192.5,0.08888889,1.0,1.0,0,15.7,Medio
31,0,Viaja Frequentemente,715,Vendas,2,4,Outro,4,Masculino,54,3,2,Executivo de Vendas,1,Solteiro(a),5332,21602,7,Nao,13,3,4,0,10,3,3,5,2,0,3,Muito Alto,Baixo,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.581669,26-35,3k-6k,Perto (0-5),3-5 anos,2666.0,0.0,0.5,3.0,0,4.1,Medio
36,0,Viaja Raramente,559,Investigacao e Desenvolvimento,12,4,Ciencias da Vida,3,Feminino,76,3,2,Director de Producao,3,Casado(a),4663,12421,9,Sim,12,3,2,2,7,2,3,3,2,1,1,Alto,Alto,Alto,Medio,Bom,Excelente,Doutoramento,8.447629,36-45,3k-6k,Longe (11-20),3-5 anos,2331.5,0.027777778,0.42857143,2.6666667,2,9.5,Medio
34,0,Viaja Frequentemente,426,Investigacao e Desenvolvimento,10,4,Ciencias da Vida,3,Masculino,42,4,2,Director de Producao,4,Divorciado(a),4724,17000,1,Nao,13,3,1,1,9,3,3,9,7,7,2,Alto,Muito Alto,Muito Alto,Baixo,Bom,Excelente,Doutoramento,8.460623,26-35,3k-6k,Medio (6-10),6-10 anos,2362.0,0.20588236,1.0,2.6666667,0,2.7,Baixo
49,0,Viaja Raramente,722,Investigacao e Desenvolvimento,25,4,Ciencias da Vida,3,Feminino,84,3,1,Tecnico de Laboratorio,1,Casado(a),3211,22102,1,Nao,14,3,4,1,10,3,2,9,6,1,4,Alto,Baixo,Alto,Muito Alto,Regular,Excelente,Doutoramento,8.074649,46-55,3k-6k,Muito Longe (21+),6-10 anos,3211.0,0.020408163,0.9,2.6666667,0,6.8,Medio
39,0,Viaja Raramente,1387,Investigacao e Desenvolvimento,10,5,Medicina,2,Masculino,76,3,2,Director de Producao,1,Casado(a),5377,3835,2,Nao,13,3,4,3,10,3,3,7,7,7,7,Medio,Baixo,Alto,Muito Alto,Bom,Excelente,Pos-Doc,8.590072,36-45,3k-6k,Medio (6-10),6-10 anos,2688.5,0.17948718,0.7,2.3333333,0,0.6,Baixo
27,0,Viaja Raramente,1302,Investigacao e Desenvolvimento,19,3,Outro,4,Masculino,67,2,1,Tecnico de Laboratorio,1,Divorciado(a),4066,16290,1,Nao,11,3,1,2,7,3,3,7,7,0,7,Muito Alto,Baixo,Medio,Baixo,Bom,Excelente,Mestrado,8.310661,26-35,3k-6k,Longe (11-20),6-10 anos,4066.0,0.0,1.0,2.0,0,2.4,Baixo
35,0,Viaja Raramente,819,Investigacao e Desenvolvimento,18,5,Ciencias da Vida,2,Masculino,48,4,2,Investigador,1,Casado(a),5208,26312,1,Nao,11,3,4,0,16,2,3,16,15,1,10,Medio,Baixo,Muito Alto,Muito Alto,Bom,Excelente,Pos-Doc,8.558144,26-35,3k-6k,Longe (11-20),11-20 anos,2604.0,0.028571429,1.0,2.3333333,0,0.6,Baixo
28,0,Viaja Raramente,580,Investigacao e Desenvolvimento,27,3,Medicina,2,Feminino,39,1,2,Director de Producao,1,Divorciado(a),4877,20460,0,Nao,21,4,2,1,6,5,2,5,3,0,0,Medio,Baixo,Baixo,Medio,Regular,Excecional,Mestrado,8.492491,26-35,3k-6k,Muito Longe (21+),3-5 anos,2438.5,0.0,0.8333333,1.6666666,0,26.3,Alto
21,0,Viaja Raramente,546,Investigacao e Desenvolvimento,5,1,Medicina,3,Masculino,97,3,1,Investigador,4,Solteiro(a),3117,26009,1,Nao,18,3,3,0,3,2,3,2,2,2,2,Alto,Muito Alto,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,8.044947,18-25,3k-6k,Perto (0-5),0-2 anos,3117.0,0.0952381,0.6666667,3.3333333,0,11.7,Medio
18,1,Viaja Frequentemente,544,Vendas,3,2,Medicina,2,Feminino,70,3,1,Representante de Vendas,4,Solteiro(a),1569,18420,1,Sim,12,3,3,0,0,2,4,0,0,0,0,Medio,Muito Alto,Alto,Alto,Excelente,Excelente,Licenciatura,7.358831,18-25,Ate 3k,Perto (0-5),0-2 anos,1569.0,0.0,0.0,3.0,1,98.9,Alto
47,0,Viaja Raramente,1176,Recursos Humanos,26,4,Ciencias da Vida,4,Feminino,98,3,5,Gestor,3,Casado(a),19658,5220,3,Nao,11,3,3,1,27,2,3,5,2,1,0,Muito Alto,Alto,Alto,Alto,Bom,Excelente,Doutoramento,9.886291,46-55,Acima 15k,Muito Longe (21+),3-5 anos,3931.6,0.021276595,0.18518518,3.3333333,0,0.2,Baixo
39,0,Viaja Raramente,170,Investigacao e Desenvolvimento,3,2,Medicina,3,Masculino,76,2,2,Tecnico de Laboratorio,3,Divorciado(a),3069,10302,0,Nao,15,3,4,1,11,3,3,10,8,0,7,Alto,Alto,Medio,Muito Alto,Bom,Excelente,Licenciatura,8.029433,36-45,3k-6k,Perto (0-5),6-10 anos,1534.5,0.0,0.90909094,3.3333333,0,0.9,Baixo
40,0,Viaja Raramente,884,Investigacao e Desenvolvimento,15,3,Ciencias da Vida,1,Feminino,80,2,3,Director de Producao,3,Casado(a),10435,25800,1,Nao,13,3,4,2,18,2,3,18,15,14,12,Baixo,Alto,Medio,Muito Alto,Bom,Excelente,Mestrado,9.253016,36-45,10k-15k,Longe (11-20),11-20 anos,3478.3333,0.35,1.0,2.6666667,0,22.6,Alto
35,0,Sem Viagem,208,Investigacao e Desenvolvimento,8,4,Ciencias da Vida,3,Feminino,52,3,2,Representante de Saude,3,Casado(a),4148,12250,1,Nao,12,3,4,1,15,5,3,14,11,2,9,Alto,Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.330623,26-35,3k-6k,Medio (6-10),11-20 anos,2074.0,0.057142857,0.93333334,3.3333333,0,0.0,Baixo
37,0,Viaja Raramente,671,Investigacao e Desenvolvimento,19,3,Ciencias da Vida,3,Masculino,85,3,2,Director de Producao,3,Casado(a),5768,26493,3,Nao,17,3,1,3,9,2,2,4,3,0,2,Alto,Alto,Alto,Baixo,Regular,Excelente,Mestrado,8.6602545,36-45,3k-6k,Longe (11-20),3-5 anos,2884.0,0.0,0.44444445,2.3333333,0,0.4,Baixo
39,0,Viaja Frequentemente,711,Investigacao e Desenvolvimento,4,3,Medicina,1,Feminino,81,3,2,Director de Producao,3,Solteiro(a),5042,3140,0,Nao,13,3,4,0,10,2,1,9,2,3,8,Baixo,Alto,Alto,Muito Alto,Mau,Excelente,Mestrado,8.525757,36-45,3k-6k,Perto (0-5),6-10 anos,2521.0,0.07692308,0.9,2.6666667,0,6.8,Medio
45,0,Viaja Raramente,1329,Investigacao e Desenvolvimento,2,2,Outro,4,Feminino,59,2,2,Director de Producao,4,Divorciado(a),5770,5388,1,Nao,19,3,1,2,10,3,3,10,7,3,9,Muito Alto,Muito Alto,Medio,Baixo,Bom,Excelente,Licenciatura,8.660601,36-45,3k-6k,Perto (0-5),6-10 anos,2885.0,0.06666667,1.0,3.0,0,0.4,Baixo
38,0,Viaja Raramente,397,Investigacao e Desenvolvimento,2,2,Medicina,4,Feminino,54,2,3,Director de Producao,3,Casado(a),7756,14199,3,Sim,19,3,4,1,10,6,4,5,4,0,2,Muito Alto,Alto,Medio,Muito Alto,Excelente,Excelente,Licenciatura,8.956351,36-45,6k-10k,Perto (0-5),3-5 anos,2585.3333,0.0,0.5,3.6666667,1,0.3,Baixo
35,1,Viaja Raramente,737,Vendas,10,3,Medicina,4,Masculino,55,2,3,Executivo de Vendas,1,Casado(a),10306,21530,9,Nao,17,3,3,0,15,3,3,13,12,6,0,Muito Alto,Baixo,Medio,Alto,Bom,Excelente,Mestrado,9.240579,26-35,10k-15k,Medio (6-10),11-20 anos,3435.3333,0.17142858,0.8666667,2.6666667,0,93.5,Alto
37,0,Viaja Raramente,1470,Investigacao e Desenvolvimento,10,3,Medicina,2,Feminino,71,3,1,Investigador,2,Casado(a),3936,9953,1,Nao,11,3,1,1,8,2,1,8,4,7,7,Medio,Medio,Alto,Baixo,Mau,Excelente,Mestrado,8.278174,36-45,3k-6k,Medio (6-10),6-10 anos,3936.0,0.1891892,1.0,1.6666666,0,12.3,Medio
40,0,Viaja Raramente,448,Investigacao e Desenvolvimento,16,3,Ciencias da Vida,3,Feminino,84,3,3,Director de Producao,4,Solteiro(a),7945,19948,6,Sim,15,3,4,0,18,2,2,4,2,3,3,Alto,Muito Alto,Alto,Muito Alto,Regular,Excelente,Mestrado,8.980424,36-45,6k-10k,Longe (11-20),3-5 anos,2648.3333,0.075,0.22222222,3.6666667,3,19.0,Medio
44,0,Viaja Frequentemente,602,Recursos Humanos,1,5,Recursos Humanos,1,Masculino,37,3,2,Recursos Humanos,4,Casado(a),5743,10503,4,Sim,11,3,3,0,14,3,3,10,7,0,2,Baixo,Muito Alto,Alto,Alto,Bom,Excelente,Pos-Doc,8.655911,36-45,3k-6k,Perto (0-5),6-10 anos,2871.5,0.0,0.71428573,2.6666667,2,12.5,Medio
48,0,Viaja Frequentemente,365,Investigacao e Desenvolvimento,4,5,Medicina,3,Masculino,89,2,4,Gestor,4,Casado(a),15202,5602,2,Nao,25,4,2,1,23,3,3,2,2,2,2,Alto,Muito Alto,Medio,Medio,Bom,Excecional,Pos-Doc,9.629248,46-55,Acima 15k,Perto (0-5),0-2 anos,3800.5,0.041666668,0.08695652,3.0,0,0.3,Baixo
35,1,Viaja Raramente,763,Vendas,15,2,Medicina,1,Masculino,59,1,2,Executivo de Vendas,4,Divorciado(a),5440,22098,6,Sim,14,3,4,2,7,2,2,2,2,2,2,Baixo,Muito Alto,Baixo,Muito Alto,Regular,Excelente,Licenciatura,8.601718,26-35,3k-6k,Longe (11-20),0-2 anos,2720.0,0.057142857,0.2857143,3.0,3,96.5,Alto
24,0,Viaja Frequentemente,567,Investigacao e Desenvolvimento,2,1,Curso Tecnico,1,Feminino,32,3,1,Investigador,4,Solteiro(a),3760,17218,1,Sim,13,3,3,0,6,2,3,6,3,1,3,Baixo,Muito Alto,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,8.23244,18-25,3k-6k,Perto (0-5),6-10 anos,3760.0,0.041666668,1.0,2.6666667,2,17.8,Medio
27,0,Viaja Raramente,486,Investigacao e Desenvolvimento,8,3,Medicina,2,Feminino,86,4,1,Investigador,3,Casado(a),3517,22490,7,Nao,17,3,1,0,5,0,3,3,2,0,2,Medio,Alto,Muito Alto,Baixo,Bom,Excelente,Mestrado,8.1656475,26-35,3k-6k,Medio (6-10),3-5 anos,3517.0,0.0,0.6,2.0,0,37.6,Alto
27,0,Viaja Frequentemente,591,Investigacao e Desenvolvimento,2,3,Medicina,4,Masculino,87,3,1,Investigador,4,Solteiro(a),2580,6297,2,Nao,13,3,3,0,6,0,2,4,2,1,2,Muito Alto,Muito Alto,Alto,Alto,Regular,Excelente,Mestrado,7.855932,26-35,Ate 3k,Perto (0-5),3-5 anos,2580.0,0.037037037,0.6666667,3.6666667,0,20.4,Alto
40,1,Viaja Raramente,1329,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,1,Masculino,73,3,1,Tecnico de Laboratorio,1,Solteiro(a),2166,3339,3,Sim,14,3,2,0,10,3,1,4,2,0,3,Baixo,Baixo,Alto,Medio,Mau,Excelente,Mestrado,7.681099,36-45,Ate 3k,Medio (6-10),3-5 anos,2166.0,0.0,0.4,1.3333334,4,98.3,Alto
29,0,Viaja Raramente,469,Vendas,10,3,Medicina,3,Masculino,42,2,2,Executivo de Vendas,3,Solteiro(a),5869,23413,9,Nao,11,3,3,0,8,2,3,5,2,1,4,Alto,Alto,Medio,Alto,Bom,Excelente,Mestrado,8.677609,26-35,3k-6k,Medio (6-10),3-5 anos,2934.5,0.03448276,0.625,3.0,0,39.3,Alto
36,0,Viaja Raramente,711,Investigacao e Desenvolvimento,5,4,Ciencias da Vida,2,Feminino,42,3,3,Representante de Saude,1,Casado(a),8008,22792,4,Nao,12,3,3,2,9,6,3,3,2,0,2,Medio,Baixo,Alto,Alto,Bom,Excelente,Doutoramento,8.988321,36-45,6k-10k,Perto (0-5),3-5 anos,2669.3333,0.0,0.33333334,2.0,0,5.1,Medio
25,0,Viaja Frequentemente,772,Investigacao e Desenvolvimento,2,1,Ciencias da Vida,4,Masculino,77,4,2,Director de Producao,3,Divorciado(a),5206,4973,1,Nao,17,3,3,2,7,6,3,7,7,0,7,Muito Alto,Alto,Muito Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,8.557759,18-25,3k-6k,Perto (0-5),6-10 anos,2603.0,0.0,1.0,3.3333333,0,0.2,Baixo
39,0,Viaja Raramente,492,Investigacao e Desenvolvimento,12,3,Medicina,4,Masculino,66,3,2,Director de Producao,2,Casado(a),5295,7693,4,Nao,21,4,3,0,7,3,3,5,4,1,0,Muito Alto,Medio,Alto,Alto,Bom,Excecional,Mestrado,8.574707,36-45,3k-6k,Longe (11-20),3-5 anos,2647.5,0.025641026,0.71428573,3.0,0,6.9,Medio
49,0,Viaja Raramente,301,Investigacao e Desenvolvimento,22,4,Outro,1,Feminino,72,3,4,Director de Investigacao,2,Casado(a),16413,3498,3,Nao,16,3,2,2,27,2,3,4,2,1,2,Baixo,Medio,Alto,Medio,Bom,Excelente,Doutoramento,9.70589,46-55,Acima 15k,Muito Longe (21+),3-5 anos,4103.25,0.020408163,0.14814815,1.6666666,0,0.8,Baixo
50,0,Viaja Raramente,813,Investigacao e Desenvolvimento,17,5,Ciencias da Vida,4,Feminino,50,2,3,Director de Investigacao,1,Divorciado(a),13269,21981,5,Nao,15,3,3,3,19,3,3,14,11,1,11,Muito Alto,Baixo,Medio,Alto,Bom,Excelente,Pos-Doc,9.493261,46-55,10k-15k,Longe (11-20),11-20 anos,4423.0,0.02,0.7368421,2.6666667,0,0.6,Baixo
20,0,Viaja Raramente,1141,Vendas,2,3,Medicina,3,Feminino,31,3,1,Representante de Vendas,3,Solteiro(a),2783,13251,1,Nao,19,3,1,0,2,3,3,2,2,2,2,Alto,Alto,Alto,Baixo,Bom,Excelente,Mestrado,7.931644,18-25,Ate 3k,Perto (0-5),0-2 anos,2783.0,0.1,1.0,2.3333333,0,17.9,Medio
34,0,Viaja Raramente,1130,Investigacao e Desenvolvimento,3,3,Ciencias da Vida,4,Feminino,66,3,2,Investigador,2,Divorciado(a),5433,19332,1,Nao,12,3,3,1,11,2,3,11,8,7,9,Muito Alto,Medio,Alto,Alto,Bom,Excelente,Mestrado,8.6004305,26-35,3k-6k,Perto (0-5),11-20 anos,2716.5,0.20588236,1.0,3.0,0,0.3,Baixo
36,0,Viaja Raramente,311,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,1,Masculino,77,3,1,Tecnico de Laboratorio,2,Solteiro(a),2013,10950,2,Nao,11,3,3,0,15,4,3,4,3,1,3,Baixo,Medio,Alto,Alto,Bom,Excelente,Mestrado,7.607878,36-45,Ate 3k,Medio (6-10),3-5 anos,2013.0,0.027777778,0.26666668,2.0,0,34.6,Alto
49,0,Viaja Raramente,465,Investigacao e Desenvolvimento,6,1,Ciencias da Vida,3,Feminino,41,2,4,Representante de Saude,3,Casado(a),13966,11652,2,Sim,19,3,2,1,30,3,3,15,11,2,12,Alto,Alto,Medio,Medio,Bom,Excelente,Abaixo da Licenciatura,9.544453,46-55,10k-15k,Medio (6-10),11-20 anos,3491.5,0.040816326,0.5,2.6666667,2,1.4,Baixo
36,0,Sem Viagem,894,Investigacao e Desenvolvimento,1,4,Medicina,4,Feminino,33,2,2,Director de Producao,3,Casado(a),4374,15411,0,Nao,15,3,3,0,4,6,3,3,2,1,2,Muito Alto,Alto,Medio,Alto,Bom,Excelente,Doutoramento,8.383662,36-45,3k-6k,Perto (0-5),3-5 anos,2187.0,0.027777778,0.75,3.3333333,0,0.7,Baixo
36,0,Viaja Raramente,1040,Investigacao e Desenvolvimento,3,2,Ciencias da Vida,4,Masculino,79,4,2,Representante de Saude,1,Divorciado(a),6842,26308,6,Nao,20,4,1,1,13,3,3,5,4,0,4,Muito Alto,Baixo,Muito Alto,Baixo,Bom,Excecional,Licenciatura,8.830981,36-45,6k-10k,Perto (0-5),3-5 anos,3421.0,0.0,0.3846154,2.0,0,1.2,Baixo
54,0,Viaja Raramente,584,Investigacao e Desenvolvimento,22,5,Medicina,2,Feminino,91,3,4,Gestor,3,Casado(a),17426,18685,3,Nao,25,4,3,1,36,6,3,10,8,4,7,Medio,Alto,Alto,Alto,Bom,Excecional,Pos-Doc,9.765776,46-55,Acima 15k,Muito Longe (21+),6-10 anos,4356.5,0.074074075,0.2777778,2.6666667,0,0.2,Baixo
43,0,Viaja Raramente,1291,Investigacao e Desenvolvimento,15,2,Ciencias da Vida,3,Masculino,65,2,4,Director de Investigacao,3,Casado(a),17603,3525,1,Nao,24,4,1,1,14,3,3,14,10,6,11,Alto,Alto,Medio,Baixo,Bom,Excecional,Licenciatura,9.775882,36-45,Acima 15k,Longe (11-20),11-20 anos,4400.75,0.13953489,1.0,2.3333333,0,1.8,Baixo
35,1,Viaja Frequentemente,880,Vendas,12,4,Outro,4,Masculino,36,3,2,Executivo de Vendas,4,Solteiro(a),4581,10414,3,Sim,24,4,1,0,13,2,4,11,9,6,7,Muito Alto,Muito Alto,Alto,Baixo,Excelente,Excecional,Doutoramento,8.429891,26-35,3k-6k,Longe (11-20),11-20 anos,2290.5,0.17142858,0.84615386,3.0,1,93.1,Alto
38,0,Viaja Frequentemente,1189,Investigacao e Desenvolvimento,1,3,Ciencias da Vida,4,Masculino,90,3,2,Investigador,4,Casado(a),4735,9867,7,Nao,15,3,4,2,19,4,4,13,11,2,9,Muito Alto,Muito Alto,Alto,Muito Alto,Excelente,Excelente,Mestrado,8.462948,36-45,3k-6k,Perto (0-5),11-20 anos,2367.5,0.05263158,0.68421054,4.0,0,0.8,Baixo
29,0,Viaja Raramente,991,Vendas,5,3,Medicina,1,Masculino,43,2,2,Executivo de Vendas,2,Divorciado(a),4187,3356,1,Sim,13,3,2,1,10,3,2,10,0,0,9,Baixo,Medio,Medio,Medio,Regular,Excelente,Mestrado,8.339978,26-35,3k-6k,Perto (0-5),6-10 anos,2093.5,0.0,1.0,1.6666666,3,9.9,Medio
33,0,Viaja Raramente,392,Vendas,2,4,Medicina,4,Masculino,93,3,2,Executivo de Vendas,4,Divorciado(a),5505,3921,1,Nao,14,3,3,2,6,5,3,6,2,0,4,Muito Alto,Muito Alto,Alto,Alto,Bom,Excelente,Doutoramento,8.613594,26-35,3k-6k,Perto (0-5),6-10 anos,2752.5,0.0,1.0,3.6666667,0,0.0,Baixo
32,0,Viaja Raramente,977,Investigacao e Desenvolvimento,2,3,Medicina,4,Masculino,45,3,2,Investigador,2,Divorciado(a),5470,25518,0,Nao,13,3,3,2,10,4,2,9,5,1,6,Muito Alto,Medio,Alto,Alto,Regular,Excelente,Mestrado,8.607217,26-35,3k-6k,Perto (0-5),6-10 anos,2735.0,0.03125,0.9,3.0,0,0.2,Baixo
31,0,Viaja Raramente,1112,Vendas,5,4,Ciencias da Vida,1,Feminino,67,3,2,Executivo de Vendas,4,Casado(a),5476,22589,1,Nao,11,3,1,2,10,2,3,10,0,0,2,Baixo,Muito Alto,Alto,Baixo,Bom,Excelente,Doutoramento,8.608313,26-35,3k-6k,Perto (0-5),6-10 anos,2738.0,0.0,1.0,2.0,0,2.4,Baixo
49,0,Viaja Raramente,464,Investigacao e Desenvolvimento,16,3,Medicina,4,Feminino,74,3,1,Tecnico de Laboratorio,1,Divorciado(a),2587,24941,4,Sim,16,3,2,1,17,2,2,2,2,2,2,Muito Alto,Baixo,Alto,Medio,Regular,Excelente,Mestrado,7.8586407,46-55,Ate 3k,Longe (11-20),0-2 anos,2587.0,0.040816326,0.11764706,2.3333333,3,31.1,Alto
38,0,Viaja Frequentemente,148,Investigacao e Desenvolvimento,2,3,Medicina,4,Feminino,42,2,1,Tecnico de Laboratorio,2,Solteiro(a),2440,23826,1,Nao,22,4,2,0,4,3,3,4,3,3,3,Muito Alto,Medio,Medio,Medio,Bom,Excecional,Mestrado,7.8001633,36-45,Ate 3k,Perto (0-5),3-5 anos,2440.0,0.078947365,1.0,2.6666667,0,5.4,Medio
47,0,Viaja Raramente,1225,Vendas,2,4,Ciencias da Vida,2,Feminino,47,4,4,Gestor,2,Divorciado(a),15972,21086,6,Nao,14,3,3,3,29,2,3,3,2,1,2,Medio,Medio,Muito Alto,Alto,Bom,Excelente,Doutoramento,9.678655,46-55,Acima 15k,Perto (0-5),3-5 anos,3993.0,0.021276595,0.10344828,2.3333333,0,0.5,Baixo
49,0,Viaja Raramente,809,Investigacao e Desenvolvimento,1,3,Ciencias da Vida,3,Masculino,36,3,4,Gestor,3,Solteiro(a),15379,22384,4,Nao,14,3,1,0,23,2,3,8,7,0,0,Alto,Alto,Alto,Baixo,Bom,Excelente,Mestrado,9.640823,46-55,Acima 15k,Perto (0-5),6-10 anos,3844.75,0.0,0.3478261,2.3333333,0,2.4,Baixo
41,0,Viaja Raramente,1206,Vendas,23,2,Ciencias da Vida,4,Masculino,80,3,3,Executivo de Vendas,3,Solteiro(a),7082,11591,3,Sim,16,3,4,0,21,2,3,2,0,0,2,Muito Alto,Alto,Alto,Muito Alto,Bom,Excelente,Licenciatura,8.865453,36-45,6k-10k,Muito Longe (21+),0-2 anos,2360.6667,0.0,0.0952381,3.6666667,2,10.8,Medio
20,0,Viaja Raramente,727,Vendas,9,1,Ciencias da Vida,4,Masculino,54,3,1,Representante de Vendas,1,Solteiro(a),2728,21082,1,Nao,11,3,1,0,2,3,3,2,2,0,2,Muito Alto,Baixo,Alto,Baixo,Bom,Excelente,Abaixo da Licenciatura,7.9116907,18-25,Ate 3k,Medio (6-10),0-2 anos,2728.0,0.0,1.0,2.0,0,42.2,Alto
33,0,Sem Viagem,530,Vendas,16,3,Ciencias da Vida,3,Feminino,36,3,2,Executivo de Vendas,4,Divorciado(a),5368,16130,1,Sim,25,4,3,1,7,2,3,6,5,1,2,Alto,Muito Alto,Alto,Alto,Bom,Excecional,Mestrado,8.588397,26-35,3k-6k,Longe (11-20),6-10 anos,2684.0,0.030303031,0.85714287,3.3333333,2,1.2,Baixo
36,0,Viaja Raramente,1351,Investigacao e Desenvolvimento,26,4,Ciencias da Vida,1,Masculino,80,3,2,Representante de Saude,3,Casado(a),5347,7419,6,Nao,14,3,2,2,10,2,2,3,2,0,2,Baixo,Alto,Alto,Medio,Regular,Excelente,Doutoramento,8.584478,36-45,3k-6k,Muito Longe (21+),3-5 anos,2673.5,0.0,0.3,2.0,0,8.5,Medio
44,0,Viaja Raramente,528,Recursos Humanos,1,3,Ciencias da Vida,3,Feminino,44,3,1,Recursos Humanos,4,Divorciado(a),3195,4167,4,Sim,18,3,1,3,8,2,3,2,2,2,2,Alto,Muito Alto,Alto,Baixo,Bom,Excelente,Mestrado,8.069655,36-45,3k-6k,Perto (0-5),0-2 anos,3195.0,0.045454547,0.25,2.6666667,2,13.9,Medio
23,1,Viaja Raramente,1320,Investigacao e Desenvolvimento,8,1,Medicina,4,Masculino,93,2,1,Tecnico de Laboratorio,3,Solteiro(a),3989,20586,1,Sim,11,3,1,0,5,2,3,5,4,1,2,Muito Alto,Alto,Medio,Baixo,Bom,Excelente,Abaixo da Licenciatura,8.291547,18-25,3k-6k,Medio (6-10),3-5 anos,3989.0,0.04347826,1.0,2.6666667,2,91.3,Alto
38,0,Viaja Raramente,1495,Investigacao e Desenvolvimento,4,2,Medicina,4,Feminino,87,3,1,Tecnico de Laboratorio,3,Casado(a),3306,26176,7,Nao,19,3,4,1,7,5,2,0,0,0,0,Muito Alto,Alto,Alto,Muito Alto,Regular,Excelente,Licenciatura,8.103797,36-45,3k-6k,Perto (0-5),0-2 anos,3306.0,0.0,0.0,3.6666667,0,5.4,Medio
53,0,Viaja Raramente,1395,Investigacao e Desenvolvimento,24,4,Medicina,2,Masculino,48,4,3,Representante de Saude,4,Casado(a),7005,3458,3,Nao,15,3,3,0,11,2,3,4,3,1,2,Medio,Muito Alto,Muito Alto,Alto,Bom,Excelente,Doutoramento,8.854522,46-55,6k-10k,Muito Longe (21+),3-5 anos,2335.0,0.018867925,0.36363637,3.0,0,0.7,Baixo
